Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"Friendswood, TX",March 2019,All Residential,Place/City,False,TX,0.967590704,0.0%,-1.5%,75,50.0%,10.3%,217,6.9%,31.5%,45,-17,32,$290K,18.4%,18.6%,106,68.3%,-18.5%
"Missouri City, TX",March 2019,All Residential,Place/City,False,TX,0.971260010,0.4%,0.2%,140,22.8%,7.7%,568,3.8%,20.3%,62,-10,-4,$255K,10.7%,-1.5%,224,36.6%,3.2%
"Pasadena, TX",June 2019,All Residential,Place/City,False,TX,0.977862689,-1.0%,-0.1%,82,-16.3%,-23.4%,200,-4.3%,7.0%,19,-5,4,$175K,0.0%,-2.9%,119,-7.8%,-16.8%
"Pasadena, TX",August 2019,All Residential,Place/City,False,TX,0.963068053,-1.7%,-1.9%,108,-12.9%,13.7%,213,2.9%,3.4%,17,2,2,$168K,-2.0%,-2.9%,136,13.3%,-2.2%
"Missouri City, TX",March 2020,All Residential,Place/City,False,TX,0.976015245,0.2%,0.5%,174,25.2%,24.3%,499,1.2%,-12.1%,63,-4,1,$249K,-0.4%,-2.4%,200,-10.7%,-10.7%
"Galveston, TX",June 2020,All Residential,Place/City,False,TX,0.965608827,1.9%,1.2%,222,85.0%,66.9%,391,-25.7%,-36.4%,59,8,5,$283K,29.6%,25.2%,161,-13.0%,-10.6%
"Sugar Land, TX",July 2020,All Residential,Place/City,False,TX,0.975028489,0.7%,0.9%,259,37.0%,28.2%,565,-4.6%,-34.1%,37,-3,-2,$332K,3.8%,-1.4%,273,14.2%,-9.3%
"Friendswood, TX",June 2012,All Residential,Place/City,False,TX,0.968950525,0.5%,-0.4%,81,-2.4%,161.3%,286,-2.7%,-7.7%,57,-68,-3,$205K,-7.0%,43.4%,86,-17.3%,2.4%
"Galveston, TX",July 2013,All Residential,Place/City,False,TX,0.955382895,1.3%,2.0%,106,1.9%,23.3%,581,-6.4%,-2.4%,88,-21,12,$171K,-10.9%,-3.2%,104,-23.5%,-17.5%
"Sugar Land, TX",April 2015,All Residential,Place/City,False,TX,0.984201758,0.4%,1.1%,148,-23.3%,-26.7%,436,8.2%,44.9%,19,4,2,$318K,-0.8%,4.1%,288,20.0%,12.5%
"Missouri City, TX",April 2016,All Residential,Place/City,False,TX,0.976938813,0.5%,-0.5%,137,0.7%,-4.2%,409,4.6%,32.4%,26,-15,0,$260K,10.8%,1.2%,173,-10.8%,-16.8%
"League City, TX",August 2018,All Residential,Place/City,False,TX,0.982474740,-0.3%,-0.1%,213,12.7%,34.0%,568,1.1%,9.9%,24,5,-1,$263K,-3.4%,-3.3%,255,-5.2%,24.4%
"Sugar Land, TX",June 2012,All Residential,Place/City,False,TX,0.964920328,-0.3%,0.8%,228,6.0%,17.5%,634,4.1%,-27.5%,45,14,-13,$238K,5.8%,-9.2%,285,3.3%,-1.0%
"Houston, TX",June 2012,All Residential,Place/City,False,TX,0.971947676,0.3%,1.3%,2694,0.8%,12.3%,10023,-0.4%,-23.4%,44,0,-19,$159K,-0.7%,7.3%,3477,-0.6%,3.2%
"Missouri City, TX",October 2012,All Residential,Place/City,False,TX,0.959549677,-1.4%,-0.1%,101,0.0%,-8.2%,511,-4.8%,-16.6%,56,3,-22,$175K,2.9%,0.6%,146,15.9%,20.7%
"Galveston, TX",October 2012,All Residential,Place/City,False,TX,0.941076488,0.9%,4.5%,71,44.9%,3450.0%,551,-1.3%,-0.5%,57,-30,-86,$152K,-9.3%,195.9%,103,17.0%,9.6%
"Houston, TX",January 2013,All Residential,Place/City,False,TX,0.968370882,0.0%,1.0%,1712,-23.4%,29.6%,7104,-1.5%,-29.8%,56,0,-25,$137K,-17.3%,13.8%,2814,54.4%,-0.7%
"Texas City, TX",June 2013,All Residential,Place/City,False,TX,0.951381886,-2.1%,6.1%,29,-37.0%,-3.3%,210,-1.4%,-10.3%,50,-23,-15,$103K,2.3%,77.6%,46,-31.3%,-29.2%
"Friendswood, TX",August 2013,All Residential,Place/City,False,TX,0.975416308,0.1%,1.2%,93,-17.7%,8.1%,199,7.6%,-24.0%,37,9,-15,$226K,-0.6%,18.2%,93,1.1%,25.7%
"Pasadena, TX",January 2014,All Residential,Place/City,False,TX,0.955143201,-0.5%,1.0%,60,-29.4%,-13.0%,258,-3.4%,-18.1%,73,4,-14,$114K,-8.7%,11.2%,92,67.3%,-14.0%
"League City, TX",August 2014,All Residential,Place/City,False,TX,0.981765286,-0.1%,-0.1%,226,19.6%,16.5%,455,1.1%,-7.5%,25,4,-5,$220K,2.2%,14.8%,220,-18.8%,9.5%
"Sugar Land, TX",February 2015,All Residential,Place/City,False,TX,0.973446117,-0.9%,0.3%,116,4.5%,-10.1%,394,11.9%,30.5%,26,8,-3,$305K,2.5%,8.9%,213,14.5%,15.1%
"Pasadena, TX",October 2015,All Residential,Place/City,False,TX,0.985272603,-0.2%,0.6%,79,-12.2%,-16.8%,194,-4.4%,-3.5%,25,8,-7,$138K,-6.5%,19.9%,88,-17.0%,-8.3%
"Texas City, TX",October 2015,All Residential,Place/City,False,TX,0.945500009,-2.2%,-1.5%,47,6.8%,-13.0%,123,-2.4%,-18.5%,35,-9,-16,$93K,-23.7%,-17.7%,44,2.3%,-6.4%
"La Porte, TX",December 2015,All Residential,Place/City,False,TX,0.968908831,-1.7%,-0.8%,39,14.7%,8.3%,74,-17.8%,-3.9%,41,11,-6,$137K,-5.9%,-5.9%,21,-46.2%,-19.2%
"Missouri City, TX",June 2016,All Residential,Place/City,False,TX,0.979794086,0.6%,-0.9%,165,25.0%,-11.8%,459,7.0%,27.9%,21,-12,7,$240K,-5.0%,1.0%,199,-1.0%,-2.5%
"Houston, TX",June 2016,All Residential,Place/City,False,TX,0.977139435,0.4%,-0.4%,2998,7.7%,-0.1%,9501,2.6%,24.8%,29,1,9,$215K,0.7%,5.3%,3926,3.3%,5.0%
"Galveston, TX",June 2016,All Residential,Place/City,False,TX,0.954717506,0.6%,-1.0%,132,6.5%,3.9%,654,1.1%,17.2%,45,2,-20,$187K,-12.1%,17.6%,184,-1.6%,34.3%
"Baytown, TX",October 2016,All Residential,Place/City,False,TX,0.976883235,0.2%,0.6%,97,-13.4%,24.4%,265,-4.0%,-10.8%,25,-5,-12,$177K,0.9%,13.9%,102,-15.7%,-9.7%
"Sugar Land, TX",October 2016,All Residential,Place/City,False,TX,0.966893354,-0.2%,0.1%,146,-9.9%,-12.6%,630,-6.4%,13.1%,43,6,1,$310K,8.3%,-4.8%,171,-3.4%,-17.0%
"Sugar Land, TX",November 2016,All Residential,Place/City,False,TX,0.967994542,0.1%,0.1%,136,-6.8%,15.3%,576,-8.6%,5.7%,54,11,4,$279K,-9.8%,-19.6%,139,-18.7%,-8.6%
"Texas City, TX",August 2017,All Residential,Place/City,False,TX,0.966029519,-2.1%,1.0%,36,-39.0%,-42.9%,198,3.7%,122.5%,37,29,11,$169K,12.7%,33.6%,61,-29.1%,8.9%
"Galveston, TX",October 2017,All Residential,Place/City,False,TX,0.944476509,-0.8%,0.2%,93,-31.6%,-13.9%,554,-5.0%,-8.3%,76,10,2,$257K,8.2%,22.4%,133,14.7%,6.4%
"La Porte, TX",January 2018,All Residential,Place/City,False,TX,0.978528867,-0.9%,2.1%,22,-47.6%,-47.6%,49,-2.0%,-12.5%,44,7,15,$187K,10.4%,9.1%,34,61.9%,-10.5%
"Missouri City, TX",March 2018,All Residential,Place/City,False,TX,0.969507307,-0.2%,0.0%,130,28.7%,-4.4%,472,7.3%,1.7%,66,18,24,$259K,10.9%,0.4%,217,33.1%,-5.2%
"Pasadena, TX",July 2018,All Residential,Place/City,False,TX,0.980822490,0.2%,-0.3%,95,-11.2%,-6.9%,188,0.5%,5.6%,14,-1,-2,$176K,-2.2%,8.6%,106,-25.9%,-0.9%
"Baytown, TX",August 2018,All Residential,Place/City,False,TX,0.976043086,-0.1%,-0.3%,126,8.6%,35.5%,338,0.0%,8.7%,32,7,14,$195K,-2.7%,12.8%,139,-14.7%,6.1%
"Texas City, TX",September 2018,All Residential,Place/City,False,TX,0.962796808,-1.4%,-0.5%,65,-14.5%,41.3%,235,2.2%,26.3%,38,3,-5,$139K,-21.4%,-17.4%,76,-12.6%,28.8%
"Texas City, TX",March 2019,All Residential,Place/City,False,TX,0.969301462,-1.4%,0.9%,69,3.0%,25.5%,216,-1.8%,16.1%,49,-28,21,$189K,8.1%,23.6%,76,2.7%,-8.4%
"Galveston, TX",March 2019,All Residential,Place/City,False,TX,0.967706102,2.9%,2.1%,106,19.1%,-8.6%,616,8.6%,3.7%,68,-15,-15,$270K,28.0%,17.6%,230,23.7%,3.1%
"Texas City, TX",April 2019,All Residential,Place/City,False,TX,0.968310406,-0.1%,-2.3%,72,4.3%,0.0%,215,-0.5%,10.8%,51,2,19,$199K,5.3%,22.5%,83,9.2%,-16.2%
"La Porte, TX",December 2019,All Residential,Place/City,False,TX,0.976587368,0.4%,-0.7%,44,37.5%,7.3%,130,-5.1%,100.0%,29,2,1,$200K,1.0%,3.9%,46,-32.4%,100.0%
"Baytown, TX",April 2020,All Residential,Place/City,False,TX,0.978533584,-0.4%,-0.2%,86,-34.8%,-21.1%,338,-7.4%,30.5%,43,-12,14,$204K,-1.8%,5.9%,124,-29.5%,10.7%
"Sugar Land, TX",June 2020,All Residential,Place/City,False,TX,0.967771393,0.3%,0.2%,189,78.3%,6.2%,592,-8.1%,-28.0%,40,0,5,$320K,-3.0%,-4.8%,239,-9.5%,-16.4%
"Houston, TX",July 2020,All Residential,Place/City,False,TX,0.976072417,0.3%,0.3%,3609,23.9%,15.2%,9073,-1.7%,-19.7%,37,-6,7,$260K,4.8%,13.0%,4151,7.4%,1.9%
"Galveston, TX",December 2012,All Residential,Place/City,False,TX,0.938088449,-0.3%,,70,-4.1%,,526,-3.7%,,97,-14,,$159K,-11.7%,,81,-15.6%,
"Texas City, TX",January 2013,All Residential,Place/City,False,TX,0.925659085,-0.4%,-1.8%,26,-18.8%,44.4%,208,0.0%,-5.9%,123,63,51,$82K,-8.6%,10.4%,49,58.1%,2.1%
"Texas City, TX",September 2013,All Residential,Place/City,False,TX,0.946851365,-2.0%,3.0%,29,0.0%,7.4%,217,3.8%,-5.7%,72,-7,-18,$86K,6.2%,14.7%,50,2.0%,-9.1%
"Galveston, TX",June 2014,All Residential,Place/City,False,TX,0.942945517,-0.6%,0.1%,127,-3.8%,22.1%,628,-4.7%,1.1%,69,0,-40,$170K,-17.1%,-11.6%,150,-13.3%,10.3%
"Galveston, TX",September 2014,All Residential,Place/City,False,TX,0.958190394,1.3%,0.6%,99,-20.2%,25.3%,608,-0.3%,1.5%,87,7,-40,$183K,0.8%,15.9%,134,8.9%,19.6%
"Missouri City, TX",April 2015,All Residential,Place/City,False,TX,0.981498119,0.6%,0.4%,143,4.4%,-9.5%,309,7.3%,-7.2%,26,5,-5,$257K,13.7%,16.2%,208,19.5%,15.6%
"Galveston, TX",May 2015,All Residential,Place/City,False,TX,0.950459202,-0.8%,0.2%,133,12.7%,0.8%,593,0.0%,-10.0%,60,-23,-9,$177K,9.3%,-13.7%,161,5.2%,-6.9%
"Missouri City, TX",August 2015,All Residential,Place/City,False,TX,0.975425275,-0.5%,-0.3%,167,11.3%,-5.1%,407,3.8%,8.0%,24,4,1,$239K,-8.1%,-4.4%,193,-7.2%,13.5%
"Houston, TX",April 2016,All Residential,Place/City,False,TX,0.971767580,0.2%,-0.5%,2499,2.4%,-4.4%,9027,0.8%,25.5%,28,-6,5,$205K,1.5%,10.8%,3654,-7.3%,-1.7%
"Pasadena, TX",November 2017,All Residential,Place/City,False,TX,0.969887894,-0.3%,0.0%,79,6.8%,14.5%,149,-5.1%,-16.3%,32,8,9,$170K,4.1%,18.9%,76,-3.8%,-10.6%
"Sugar Land, TX",February 2018,All Residential,Place/City,False,TX,0.970565463,1.0%,0.6%,117,21.9%,-7.9%,604,2.0%,14.2%,76,-5,6,$315K,11.0%,0.2%,184,2.8%,-20.0%
"Houston, TX",March 2018,All Residential,Place/City,False,TX,0.969210719,0.4%,0.0%,2703,28.5%,-4.5%,8783,6.0%,-3.0%,37,-12,0,$218K,1.4%,3.8%,4126,27.5%,-6.5%
"League City, TX",March 2019,All Residential,Place/City,False,TX,0.974962789,-0.4%,-1.1%,183,32.6%,7.0%,447,-1.8%,38.8%,44,-2,13,$270K,-3.5%,-1.9%,217,14.2%,5.3%
"Missouri City, TX",August 2019,All Residential,Place/City,False,TX,0.970521989,-0.4%,-0.4%,192,-5.9%,8.5%,617,-2.8%,-1.1%,47,14,11,$263K,3.2%,9.9%,198,-10.8%,-0.5%
"Friendswood, TX",November 2019,All Residential,Place/City,False,TX,0.976226048,-1.0%,0.9%,75,8.7%,25.0%,149,-9.7%,-40.4%,40,6,-23,$270K,-7.6%,2.7%,50,-19.4%,-16.7%
"Texas City, TX",March 2020,All Residential,Place/City,False,TX,0.965272254,-0.3%,-0.4%,59,-3.3%,-14.5%,261,2.0%,20.8%,53,-17,4,$189K,14.5%,0.0%,94,17.5%,23.7%
"Texas City, TX",February 2014,All Residential,Place/City,False,TX,0.959457043,2.7%,-0.1%,20,-9.1%,-28.6%,170,-4.0%,-11.9%,81,-19,24,$78K,-4.5%,10.2%,39,-13.3%,18.2%
"Pasadena, TX",January 2016,All Residential,Place/City,False,TX,0.974358137,-0.5%,-0.8%,56,-32.5%,40.0%,181,7.7%,-0.5%,42,19,4,$124K,-16.8%,-4.5%,100,63.9%,17.6%
"Pasadena, TX",July 2016,All Residential,Place/City,False,TX,0.982185516,-0.3%,0.0%,94,-11.3%,-6.0%,172,6.8%,-13.1%,14,-6,-2,$162K,8.0%,16.5%,125,9.6%,-12.6%
"League City, TX",May 2017,All Residential,Place/City,False,TX,0.986108056,0.2%,0.0%,214,39.9%,-5.3%,390,-2.7%,9.6%,23,3,8,$255K,-3.0%,5.8%,257,8.9%,20.7%
"Galveston, TX",June 2017,All Residential,Place/City,False,TX,0.944324009,-0.1%,-1.0%,148,-3.3%,12.1%,644,-2.6%,-1.5%,54,-8,9,$203K,-13.8%,8.6%,163,-20.1%,-11.4%
"Houston, TX",August 2017,All Residential,Place/City,False,TX,0.971858388,-0.2%,0.0%,2219,-18.0%,-25.7%,10745,-2.1%,12.0%,32,4,2,$214K,1.9%,1.9%,3185,-20.6%,-8.0%
"Sugar Land, TX",June 2019,All Residential,Place/City,False,TX,0.966048925,-0.1%,-0.9%,178,-14.4%,-23.9%,822,0.5%,-5.2%,35,-1,9,$336K,-6.7%,-3.3%,286,-8.9%,-13.3%
"Friendswood, TX",October 2019,All Residential,Place/City,False,TX,0.986114160,1.2%,2.1%,69,-12.7%,-6.8%,165,-6.3%,-38.4%,34,-12,-7,$292K,-4.5%,15.1%,62,-4.6%,-21.5%
"Houston, TX",February 2012,All Residential,Place/City,False,TX,0.958050137,0.0%,0.4%,1653,25.1%,11.5%,10107,-0.1%,-23.5%,80,-1,-15,$135K,12.5%,-2.5%,2932,3.4%,-1.6%
"Galveston, TX",July 2012,All Residential,Place/City,False,TX,0.935531056,0.2%,8.2%,86,-6.5%,2766.7%,595,0.8%,9.2%,76,-13,-134,$177K,13.8%,268.8%,126,14.5%,65.8%
"League City, TX",August 2012,All Residential,Place/City,False,TX,0.974590634,0.4%,1.9%,142,-16.5%,2266.7%,575,-5.0%,-6.2%,66,15,-15,$179K,-4.5%,-29.1%,177,-7.8%,43.9%
"Pasadena, TX",October 2012,All Residential,Place/City,False,TX,0.953057256,-2.9%,0.2%,76,33.3%,49.0%,345,-3.9%,-25.6%,67,2,-14,$102K,-9.4%,20.8%,92,12.2%,3.4%
"Galveston, TX",September 2013,All Residential,Place/City,False,TX,0.952533770,0.8%,2.0%,79,-33.1%,61.2%,599,-2.8%,7.3%,127,54,40,$158K,-13.9%,-5.7%,112,-30.4%,27.3%
"Galveston, TX",October 2013,All Residential,Place/City,False,TX,0.955595324,0.3%,1.5%,74,-6.3%,4.2%,606,1.2%,10.0%,63,-64,6,$170K,7.6%,11.9%,126,12.5%,22.3%
"Houston, TX",December 2013,All Residential,Place/City,False,TX,0.973949253,-0.2%,0.6%,2544,16.2%,13.9%,6073,-9.1%,-15.8%,34,2,-22,$188K,10.6%,13.9%,1939,-17.0%,6.4%
"Galveston, TX",January 2015,All Residential,Place/City,False,TX,0.956769288,1.1%,1.7%,50,-37.5%,6.4%,538,5.5%,-4.3%,86,-42,-27,$174K,4.2%,-8.2%,146,135.5%,11.5%
"Sugar Land, TX",December 2016,All Residential,Place/City,False,TX,0.966901149,-0.1%,0.4%,177,30.1%,3.5%,520,-9.7%,3.2%,55,1,1,$323K,15.5%,2.4%,110,-20.9%,-4.3%
"Missouri City, TX",April 2012,All Residential,Place/City,False,TX,0.965299680,1.1%,1.7%,115,-3.4%,15.0%,555,9.0%,-22.8%,55,-24,-81,$173K,-0.1%,11.5%,201,4.1%,5.2%
"Sugar Land, TX",April 2019,All Residential,Place/City,False,TX,0.971406001,1.1%,0.1%,167,9.2%,-12.6%,762,6.9%,12.2%,41,-28,6,$310K,-3.1%,-0.3%,289,-4.3%,-3.7%
"La Porte, TX",June 2019,All Residential,Place/City,False,TX,0.980315128,-0.7%,0.0%,48,-4.0%,9.1%,114,7.5%,72.7%,15,0,8,$181K,-5.9%,3.6%,74,-3.9%,32.1%
"Missouri City, TX",September 2019,All Residential,Place/City,False,TX,0.973386591,0.3%,-0.1%,147,-23.4%,18.5%,586,-5.0%,-5.3%,50,3,1,$248K,-5.6%,0.8%,176,-11.1%,-6.9%
"Pasadena, TX",October 2019,All Residential,Place/City,False,TX,0.979861101,0.6%,1.1%,94,13.3%,9.3%,198,-5.3%,-10.0%,22,4,4,$175K,5.4%,13.3%,103,3.0%,4.0%
"League City, TX",October 2019,All Residential,Place/City,False,TX,0.978614282,-0.2%,-0.2%,169,2.4%,-1.7%,441,-7.0%,-7.9%,40,7,-2,$274K,-2.1%,1.3%,179,1.7%,7.2%
"Baytown, TX",November 2019,All Residential,Place/City,False,TX,0.983433257,1.0%,1.5%,97,-11.8%,7.8%,335,0.9%,3.7%,35,2,1,$203K,0.0%,12.5%,124,-5.3%,4.2%
"Galveston, TX",January 2020,All Residential,Place/City,False,TX,0.953417048,-0.2%,-1.3%,78,-33.9%,13.0%,550,5.8%,6.0%,69,8,-2,$230K,-12.8%,9.0%,181,105.7%,19.1%
"Friendswood, TX",April 2020,All Residential,Place/City,False,TX,0.979638641,0.1%,-0.5%,54,-21.7%,-23.9%,136,-1.4%,-35.8%,24,0,-6,$258K,-19.3%,-3.5%,88,7.3%,-21.4%
"La Porte, TX",June 2020,All Residential,Place/City,False,TX,0.976727330,-0.6%,-0.4%,65,66.7%,35.4%,108,4.9%,-5.3%,47,26,32,$209K,-0.5%,15.6%,67,39.6%,-9.5%
"Baytown, TX",March 2012,All Residential,Place/City,False,TX,0.966317896,0.2%,-1.1%,57,-6.6%,-10.9%,376,-7.2%,-30.0%,80,-9,3,$106K,7.1%,-8.7%,110,12.2%,-20.3%
"Sugar Land, TX",April 2012,All Residential,Place/City,False,TX,0.963879469,0.7%,0.2%,159,22.3%,23.3%,602,-1.8%,-30.1%,34,-32,-42,$263K,2.7%,8.3%,260,-8.1%,7.0%
"Baytown, TX",May 2012,All Residential,Place/City,False,TX,0.973334168,1.6%,2.0%,71,-12.3%,2.9%,427,1.4%,-21.9%,60,-4,-34,$125K,13.6%,31.6%,121,-11.7%,-3.2%
"Sugar Land, TX",September 2012,All Residential,Place/City,False,TX,0.966643680,0.3%,1.9%,143,-33.2%,-3.4%,582,-6.3%,-19.4%,46,4,-19,$215K,-2.7%,-10.4%,255,19.7%,59.4%
"Texas City, TX",November 2012,All Residential,Place/City,False,TX,0.941920415,2.9%,,33,3.1%,,222,-2.2%,,84,15,,$96K,74.8%,,46,-14.8%,
"Friendswood, TX",July 2013,All Residential,Place/City,False,TX,0.974836504,-0.2%,1.5%,113,10.8%,44.9%,185,-14.0%,-33.7%,28,-21,-17,$227K,13.1%,21.3%,92,-6.1%,3.4%
"Missouri City, TX",October 2013,All Residential,Place/City,False,TX,0.969713761,-0.3%,1.0%,123,-3.9%,21.8%,381,-2.3%,-25.4%,50,8,-6,$200K,-6.3%,14.5%,152,12.6%,4.1%
"Baytown, TX",February 2014,All Residential,Place/City,False,TX,0.975095179,1.8%,3.0%,75,25.0%,7.1%,291,1.0%,-17.3%,84,5,2,$118K,-3.7%,31.0%,113,21.5%,36.1%
"Galveston, TX",February 2014,All Residential,Place/City,False,TX,0.948109629,0.9%,0.3%,84,78.7%,37.7%,607,8.0%,1.0%,132,19,34,$169K,-10.8%,4.0%,141,7.6%,0.0%
"Galveston, TX",April 2014,All Residential,Place/City,False,TX,0.950475784,-0.8%,0.6%,112,36.6%,6.7%,671,3.1%,9.3%,64,-27,-2,$166K,-11.2%,-14.6%,176,-7.4%,17.3%
"Galveston, TX",May 2014,All Residential,Place/City,False,TX,0.948481960,-0.2%,0.7%,132,17.9%,23.4%,659,-1.8%,6.8%,69,5,11,$205K,23.1%,30.6%,173,-1.7%,16.1%
"Baytown, TX",August 2014,All Residential,Place/City,False,TX,0.974781114,0.1%,0.9%,102,18.6%,10.9%,315,0.0%,-13.2%,21,-1,-30,$145K,1.8%,7.0%,136,-1.4%,24.8%
"Galveston, TX",November 2014,All Residential,Place/City,False,TX,0.945866092,-2.0%,2.5%,86,-4.4%,62.3%,552,-2.1%,-1.8%,80,8,-7,$185K,9.6%,15.6%,83,-19.4%,0.0%
"Friendswood, TX",January 2015,All Residential,Place/City,False,TX,0.967870865,-0.5%,-0.2%,46,-36.1%,4.5%,106,-3.6%,-29.8%,29,4,-10,$175K,-16.5%,-4.1%,61,52.5%,-9.0%
"Baytown, TX",January 2015,All Residential,Place/City,False,TX,0.973856521,1.1%,1.7%,75,-11.8%,25.0%,248,-2.0%,-13.9%,42,7,-37,$130K,-15.0%,6.0%,100,78.6%,7.5%
"Galveston, TX",April 2015,All Residential,Place/City,False,TX,0.958017406,-0.1%,0.8%,118,31.1%,5.4%,593,0.2%,-11.6%,83,39,19,$162K,-6.4%,-2.8%,153,-15.0%,-13.1%
"Houston, TX",June 2015,All Residential,Place/City,False,TX,0.981039622,0.1%,-0.5%,3001,12.8%,0.9%,7615,3.8%,23.2%,20,0,3,$204K,0.6%,2.1%,3740,2.2%,3.5%
"Houston, TX",November 2015,All Residential,Place/City,False,TX,0.971317239,-0.1%,-0.5%,1805,-22.7%,-17.4%,8440,-3.1%,33.8%,34,1,5,$180K,-2.6%,0.1%,2574,-19.5%,4.3%
"League City, TX",January 2016,All Residential,Place/City,False,TX,0.980119124,0.5%,-0.1%,98,-44.3%,-9.3%,400,10.5%,9.6%,38,2,1,$238K,3.3%,9.3%,188,67.9%,13.9%
"Sugar Land, TX",February 2016,All Residential,Place/City,False,TX,0.967499883,1.1%,-0.6%,117,42.7%,0.9%,530,0.4%,34.5%,45,-22,19,$265K,-21.5%,-13.1%,191,5.5%,-10.3%
"Friendswood, TX",April 2016,All Residential,Place/City,False,TX,0.981713026,0.3%,1.5%,74,0.0%,15.6%,166,8.5%,50.9%,24,-2,10,$335K,40.8%,45.4%,96,10.3%,10.3%
"La Porte, TX",May 2016,All Residential,Place/City,False,TX,0.991680095,2.7%,2.1%,39,-4.9%,-11.4%,68,-1.4%,3.0%,16,-3,0,$166K,14.4%,14.0%,48,-11.1%,-7.7%
"League City, TX",December 2016,All Residential,Place/City,False,TX,0.980623892,-0.2%,0.5%,159,7.4%,-9.7%,368,-8.0%,1.7%,40,10,4,$257K,3.0%,11.6%,100,-28.6%,-10.7%
"Texas City, TX",May 2017,All Residential,Place/City,False,TX,0.941391334,-2.5%,-5.4%,61,32.6%,15.1%,139,13.0%,51.1%,21,-4,-1,$120K,-1.7%,-11.2%,77,13.2%,37.5%
"Pasadena, TX",August 2017,All Residential,Place/City,False,TX,0.968269983,-1.5%,-2.4%,67,-34.3%,-33.0%,185,3.9%,1.1%,16,0,2,$160K,-1.2%,10.7%,91,-15.0%,-14.2%
"Houston, TX",October 2017,All Residential,Place/City,False,TX,0.968469932,0.0%,-0.2%,2451,-4.6%,5.0%,9394,-2.9%,1.1%,48,9,8,$208K,-2.0%,1.4%,3198,16.1%,3.5%
"Missouri City, TX",November 2017,All Residential,Place/City,False,TX,0.965249726,-0.5%,-0.7%,119,-7.0%,14.4%,518,-2.8%,11.6%,58,10,13,$240K,4.3%,-4.6%,134,-10.1%,8.1%
"Sugar Land, TX",December 2017,All Residential,Place/City,False,TX,0.964128200,0.6%,-0.3%,155,-5.5%,-12.4%,635,-12.2%,22.1%,73,-1,18,$285K,-11.4%,-11.6%,111,-29.3%,0.9%
"Baytown, TX",January 2018,All Residential,Place/City,False,TX,0.966437059,-0.8%,0.3%,79,-36.3%,9.7%,216,3.8%,-3.6%,38,7,-14,$182K,-4.7%,17.2%,111,63.2%,11.0%
"League City, TX",June 2018,All Residential,Place/City,False,TX,0.986466681,0.5%,0.5%,198,-6.2%,-14.7%,511,15.6%,15.6%,18,4,-5,$268K,0.9%,5.7%,272,-5.9%,-0.7%
"Pasadena, TX",September 2018,All Residential,Place/City,False,TX,0.983197497,0.1%,0.8%,85,-10.5%,3.7%,219,6.3%,24.4%,18,3,-3,$165K,-4.6%,5.8%,109,-21.6%,22.5%
"Galveston, TX",November 2018,All Residential,Place/City,False,TX,0.955986318,0.7%,-0.3%,86,-21.1%,-4.4%,548,-5.2%,2.6%,55,-24,-13,$215K,-18.9%,17.3%,96,-32.4%,-15.0%
"Texas City, TX",January 2019,All Residential,Place/City,False,TX,0.996263395,3.3%,3.6%,35,-53.3%,-25.5%,225,-2.2%,14.8%,35,-8,-46,$197K,12.6%,27.9%,74,34.5%,-3.9%
"Texas City, TX",October 2019,All Residential,Place/City,False,TX,0.968922924,0.0%,0.2%,78,23.8%,13.0%,252,-0.8%,4.1%,43,13,9,$190K,2.6%,11.7%,93,3.3%,-12.3%
"Houston, TX",October 2019,All Residential,Place/City,False,TX,0.969378476,-0.2%,0.0%,2549,1.9%,-0.1%,10716,-1.2%,3.8%,45,2,5,$224K,1.1%,4.7%,3415,8.5%,2.1%
"Baytown, TX",December 2019,All Residential,Place/City,False,TX,0.982080406,-0.1%,-0.1%,109,12.4%,7.9%,313,-6.6%,6.5%,45,10,-4,$204K,0.7%,7.9%,83,-33.1%,27.7%
"Texas City, TX",June 2020,All Residential,Place/City,False,TX,0.977353535,0.7%,-0.3%,89,50.8%,-3.3%,222,-5.5%,6.7%,53,14,14,$213K,22.4%,13.3%,96,-6.8%,14.3%
"Pasadena, TX",April 2012,All Residential,Place/City,False,TX,0.963509740,-1.3%,0.4%,89,25.4%,39.1%,396,2.9%,-21.9%,57,-58,-17,$99K,-7.3%,-1.0%,123,-6.1%,-11.5%
"Pasadena, TX",May 2012,All Residential,Place/City,False,TX,0.975172419,1.2%,2.0%,74,-16.9%,8.8%,377,-4.8%,-26.2%,86,29,42,$115K,15.7%,23.3%,99,-19.5%,-14.7%
"League City, TX",July 2012,All Residential,Place/City,False,TX,0.970624813,-0.7%,,170,11.1%,,605,3.4%,,51,2,,$188K,1.2%,,192,-5.4%,
"Missouri City, TX",November 2013,All Residential,Place/City,False,TX,0.975625596,0.6%,0.4%,115,-6.5%,1.8%,360,-5.5%,-21.7%,47,-3,-24,$212K,5.5%,14.3%,122,-19.7%,0.8%
